,fullName,seasonOutlook,position,player_id,team,injury_status,adp,pos_adp,total_proj
44,Cooper Kupp,"It was an up-and-down effort from Kupp in 2023, who missed the first four weeks with a hamstring issue and has now missed 13 games the past two seasons. On the plus side, Kupp posted four 100-yard efforts and five outings of 15 or more fantasy points. Unfortunately, he was also held below 40 yards in six of 12 contests, managing single-digit fantasy points in five of those games. Kupp's nose for the end zone saved fantasy managers, as the 30-year-old scored four times from Weeks 13 through 17. Obviously, Puka Nacua's emergence negatively affected Kupp's volume, though the vet remained Matthew Stafford's favorite high-value target. Kupp led the team in red zone opportunities (19, WR9). While he appears past peak value, Kupp's savvy and chemistry with Stafford are solid enough for him to deliver low-end WR2 numbers in PPR formats.",WR,4039,LAR,,31.0,10.0,242.10999999999996
45,Calvin Ridley,"Joining the Titans in free agency via a rich new pact was a bit surprising, and also very interesting. Ridley's return to NFL action in 2023 resulted in a somewhat volatile season in Jacksonville. He had seven games with at least 83 receiving yards and nine with 40 yards or fewer. A sluggish catch rate of 55.9% (lowest among the top 40 in targets) was a key culprit. The Titans paid Ridley handsomely to help open the downfield offense next to DeAndre Hopkins, while aiding Will Levis' progression as a professional passer. Much like last season, a blend of volume and variance is likely the story with Ridley. There will be valleys, but also impressive peaks. Taking on Ridley in the middle rounds on the fringes of WR2 and WR3 pricing could prove rewarding.",WR,4981,TEN,,88.0,36.0,196.8
46,Zay Flowers,"Flowers kicks off his second pro season after averaging 12.8 PPG in his rookie year, with four games of 19 or more points. He's an explosive mover, with electric ability in space, as 45.1% of his receving yards came after the catch. In Baltimore's system, Flowers can be schemed on screens and manufactured touches, in addition to his multi-level route-running ability. With Flowers expected to see No. 1 volume this season, he should be drafted as a flex/WR2.",WR,9997,BAL,,68.0,31.0,219.64
47,Rashee Rice,"Rice was arguably the one thing that went right in a 2023 Chiefs wide receiver room that seemed to get everything else wrong. He delivered 212.5 fantasy points (eighth best among all rookies) and had seven top-25 positional weekly scores. Though he did most of his damage in the short game -- his 4.9 aDOT was lowest among wide receivers -- he quickly developed into a go-to target for Patrick Mahomes. Rice was WR8 in the season's final seven weeks, despite sitting out Week 18. Rice is tricky to rank, as he could be facing a multi-game suspension due to an off-the-field incident, but he has WR2 value when active. His usage should be similar to 2023 even after the team's offseason addition of deep threats Marquise Brown and Xavier Worthy. ",WR,10229,KC,,38.0,13.0,234.24
48,Lamar Jackson,"The reigning NFL MVP enters his seventh pro season as one of the league's most dynamic players at the position. In 2023, working under new offensive coordinator Todd Monken, Jackson played in 16 games, posting a career high in pass yards, while leading all quarterbacks in rushing. He averaged 20.7 fantasy points per game, finishing as QB4 in total points. With a strong supporting cast led by tight end Mark Andrews, wide receiver Zay Flowers and running back Derrick Henry, plus a system that maximizes his elite dual-threat ability, Jackson should once again produce top-tier fantasy numbers.",QB,4881,BAL,,41.0,5.0,384.59999999999997
49,Patrick Mahomes,"Though Mahomes' 2023 saw him post his worst yards per attempt (7.0), aDOT (6.2), touchdown (4.5%) and interception (2.3%) rates of his six seasons as an NFL regular, consider the context: He was working with his weakest set of receivers in any of those years. The Chiefs were worst in the league in drops (38) and had the second-worst catch rate on throws 20-plus yards downfield (27.4%), after having been seventh best in that department the season before. Mahomes made it work -- he led the team to a Super Bowl title, after all -- and it's a testament to his overwhelming, Hall of Fame-caliber talent that he finished eighth among quarterbacks in scoring in spite of his supporting cast. The additions of Marquise Brown and Xavier Worthy, coupled with Rashee Rice's late-season emergence, should give Mahomes the weapons necessary to rebound as a top-five positional pick and early-round selection.",QB,4046,KC,,22.0,3.0,402.69000000000005
50,Mark Andrews,"Still in his prime playing years, Andrews heads into his seventh season with the Ravens. Andrews played in only 10 games last season (ankle), but he averaged 13.2 PPG, while seeing 14 red zone targets. Andrews is a natural seam stretcher with the frame to win contested catches, and he will continue to be a prime option for quarterback Lamar Jackson as a middle-of-the-field option with third-level ability on schemed concepts. Andrews is a top-three player at the position.",TE,5012,BAL,,53.0,5.0,200.94
51,Tee Higgins,"Higgins is back -- on the franchise tag -- for his fifth pro season with the Bengals. In 12 games played last season, Higgins averaged 11.5 fantasy PPG, but was inconsistent, scoring 22 or more points three times but below 10 points on seven occasions. Higgins will remain unpredictable at times as the secondary target behind Ja'Marr Chase, but he has ability to win on the boundary or as a seam stretcher from the slot. Having a healthy Joe Burrow back on the field for this high-powered offense puts Higgins in the mid-tier flex range, with WR2 upside.",WR,6801,CIN,,56.0,23.0,227.71
52,George Pickens,"Heading into his third pro season, Pickens is the unquestioned top target in Pittsburgh after the club traded Diontae Johnson to Carolina. Last season, Pickens averaged 13.2 PPG, despite having inconsistent quarterback play. He flashed his big-play ability, as he logged four games of 20 or more points, including a season-high 35.5 against the Bengals in Week 16. Given his vertical ability (14 receptions on throws of 20 or more air yards), Pickens has real fantasy potential if the Steelers can get a higher level of play at quarterback from either Russell Wilson or Justin Fields. You can draft Pickens as a flex, but he certainly has the ability to produce breakout games that can win you a week.",WR,8137,PIT,,80.0,33.0,206.20000000000005
53,Chris Godwin,"Godwin finished last season as fantasy's WR28 and eclipsed 1,000 yards for the third straight season. Baker Mayfield had a solid season and Godwin excelled as a result, but he once again was lacking in the touchdown department and his fantasy upside is impacted by playing in the shadow of Mike Evans. The 28-year-old Godwin still has some life left in his legs, but will have to improve on his 12.3 fantasy points per game if he's going to be more than a WR3 again this season.",WR,4037,TB,,67.0,30.0,212.47999999999996
54,Tank Dell,"If Dell's rookie season saw him set a franchise rookie record for receiving scores in just 11 games, a second season bears real excitement. He is expected to be fully back from a broken fibula that shortened his prolific first season in the league, and Dell also, fortunately, shouldn't be limited by a shooting wound incurred in the offseason. Forging a dynamic duo with C.J. Stroud as one of the most exciting big-play tandems in the NFL, Year 2 could be even more compelling for Dell. Target competition is a real factor on a depth chart that includes Nico Collins and Stefon Diggs, yet, as last season suggests, Dell can do a lot of damage without immense volume. The history of second-year receiving ascension also bodes well for Dell, making him a worthy WR3 target as a key part of a rising offense.",WR,9502,HOU,,62.0,26.0,218.5
55,Trey McBride,"McBride put together a breakout sophomore effort, leading all Arizona pass-catchers in targets (108), receptions (81) and yards (825). The Colorado State product averaged more than eight targets per contest from Weeks 8 through 18, after Zach Ertz was placed on injured reserve and eventually waived. McBride quickly earned Kyler Murray's trust, drawing a team-high five end zone looks and recording a catch rate of 80% over the final eight games of the season. He figures to remain an integral part of the Cardinals' aerial attack heading into 2024.",TE,8130,ARI,,49.0,4.0,190.16
56,Evan Engram,"Can Engram match an awesome 2023 that saw him finish just two catches shy of Jimmy Smith's single-season franchise record for receptions? Adding to the historic nature of last season, Engram also produced the fewest yards ever for a player with at least 114 catches, so there's that. Engram's constant command of Trevor Lawrence's attention led to a career year, in which he finished as TE2. Gone are Calvin Ridley's 136 targets from last season, so Engram is again set for a sizable stake in this passing game in 2024. Even with some regression possible in the target and reception departments, Engram is the rare early-round tight end in fantasy with an entirely reasonable projection for at least 120 looks in this offense.",TE,4066,JAX,,70.0,8.0,162.04999999999998
57,Anthony Richardson,"Football fans are rightfully excited for this dual-threat signal-caller's second season. From Cam Newton to Josh Allen, Lamar Jackson and Jalen Hurts, there is a growing legacy of young quarterbacks thriving as fantasy forces thanks to what some deem the cheat code: Rushing for immense value from behind center. Based on his first three games in the NFL, Richardson was on pace for more than 700 rushing yards with double-digit touchdown production on the ground. After missing 13 games due to a shoulder injury, the natural question is whether Richardson's play style is sustainable on this hard-hitting stage. What isn't in doubt is whether the versatile talent is capable of delivering fun fantasy lines, as last year's small sample suggests is entirely possible. The risks are real, yet the rewards of drafting Richardson as a QB1 in the early-to-middle rounds could be league-altering.",QB,9229,IND,,46.0,6.0,366.72
58,C.J. Stroud,"The former Buckeye looks to build on a momentous first season that included becoming just the fifth rookie quarterback to ever throw for at least 4,000 yards. Without much rushing volume or success in either his collegiate or professional profile, Stroud's fantasy production will be defined by his proficiency from the pocket. After finishing seventh in per-game fantasy output last season, another prolific passing season could unfold given the presence of a trio of talented receivers -- Nico Collins, Stefon Diggs and Tank Dell -- each of whom brings special route trees and skill sets to the field. Securing Stroud in the middle rounds is a sound strategy for those who wait a bit at the position.",QB,9758,HOU,,32.0,4.0,367.88000000000005
59,Joe Burrow,"Heading into his fifth pro season, Burrow looks to rebound after an injury-plagued 2023 that limited his production and availability. A calf injury during training camp forced Burrow to miss practice time, while a wrist injury in Week 11 shut him down for the season. From Weeks 1-4, with Burrow clearly still impacted by the calf injury, he averaged only 7.9 fantasy points per game. However, from Weeks 5-10, he posted three games of 22 or more points, with an average of 21.4 points during that stretch. With two big-play receivers in Ja'Marr Chase and Tee Higgins, a healthy Burrow should be in the mix to produce top-five quarterback numbers in the Bengals' pass-heavy offense. 
",QB,6770,CIN,,51.0,7.0,358.9899999999999
60,Dak Prescott,"Prescott bounced back last season after a challenging 2022, finishing third among QBs in fantasy points, and he was one of only four passers to average 20 fantasy points per game. Volume is key. No quarterback completed more passes and Prescott's 36 touchdown passes were four more than anyone else. While Prescott's long-term future in Dallas may be problematic, he is safe this season and enjoys CeeDee Lamb to throw to. Prescott has delivered exceptional statistics when healthy (2019, 2021, 2023), so while he may slip outside the top five quarterbacks on draft day, it only makes him a bargain.",QB,3294,DAL,,74.0,9.0,350.99999999999994
61,Rhamondre Stevenson,"Stevenson enters his fourth season with the Patriots with career averages of 15.1 touches, 74.3 total yards and 12.4 fantasy points per game. While he demonstrated his ability to handle an every-down role in 2022, Stevenson shared the workload with veteran Ezekiel Elliott last season, and missed the final five games due to injury. With new head coach Jerod Mayo succeeding Bill Belichick and the addition of running back Antonio Gibson in the offseason, the Patriots' backfield remains projected as a committee. New England's offense was poor last season, and with a rookie at quarterback, it may not improve much in 2024. Despite Stevenson's expressed desire to be the featured back, he is best viewed as a high-end flex option in fantasy.",RB,7611,NE,,93.0,33.0,174.12000000000003
62,D'Andre Swift,"Swift finds himself in Chicago after a one-year stop in Philadelphia. The former pass-catching specialist with the Lions swapped roles when joining the Eagles, ranking 12th in carries and finishing outside the top 20 in targets. It was an odd year for the now-25-year-old running back. It was Swift's most productive season on the ground, yet he lost fantasy value by losing touchdown opportunities to Jalen Hurts and seeing fewer targets in the passing game, culminating in a career-low 12.5 fantasy points per game. Now leading a committee in a lower volume offense, Swift can be relied upon as a dual-threat option for the Bears and a top-25 RB for fantasy managers.",RB,6790,CHI,,65.0,23.0,184.99
